Emission_ID,Source,Gas_Type,Emission_Quantity (kg),Latitude,Longitude,Date,Neighborhood_Name,Emission_Category,Temperature (°C),Emission_Control,Gas_Type_Encoded,Year,Month,Day,Weekday,Emission_Severity
440,Industrial,CH4,374.0,36.852769407889646,-115.23207105520694,2024-04-25,New Aimeestad,Medium,20.74108749300388,Yes,0,2024,4,25,3,High
441,Residential,CH4,78.0,36.03585065294608,-109.7567411816213,2023-11-20,Port Markborough,High,24.647248030806715,Yes,0,2023,11,20,0,Low
442,Industrial,N2O,360.0,34.1031797583162,-116.57128604556308,2024-07-16,Port Ronaldmouth,Low,26.15611951922359,No,2,2024,7,16,1,High
443,Residential,CH4,263.0,38.322395254092,-85.29247259491945,2024-01-27,Lake Melindaland,Low,20.950464586616857,No,0,2024,1,27,5,High
444,Transportation,CH4,190.0,40.809205883407856,-86.17346662426561,2024-09-13,Jonathanshire,Medium,29.50534474528167,No,0,2024,9,13,4,Low
445,Residential,CO2,327.0,41.6610531701807,-112.0135256850077,2024-05-14,Ashleymouth,Low,29.804143602328068,No,1,2024,5,14,1,High
446,Transportation,N2O,178.0,38.52595960490631,-81.21252836500764,2023-09-19,West Christopherside,High,25.45456695392492,Yes,2,2023,9,19,1,Low
447,Residential,CH4,322.0,38.11569062191916,-111.18941446677108,2024-02-04,Lake Davidshire,Low,29.50069155273406,No,0,2024,2,4,6,High
448,Industrial,N2O,258.0,34.68045108391393,-104.7482741721162,2024-05-16,East Danielle,Medium,21.79445237580853,No,2,2024,5,16,3,High
449,Industrial,CH4,197.0,38.3909824123408,-107.04501643689994,2024-07-11,New Rachel,High,20.25420685179525,No,0,2024,7,11,3,Low
450,Transportation,CH4,63.0,37.03983263172316,-101.6184876627859,2024-06-02,Colleenfurt,High,20.3940953529039,No,0,2024,6,2,6,Low
451,Transportation,CH4,335.0,38.85708224706862,-106.79479430084167,2023-11-10,Leehaven,Medium,25.87512479426779,Yes,0,2023,11,10,4,High
452,Transportation,CO2,366.0,37.10981078301237,-96.4861592367081,2024-04-16,Lake Hollyport,Low,20.61641883436824,No,1,2024,4,16,1,High
453,Residential,CO2,322.0,35.92239298760293,-100.07405322039384,2023-12-04,South Elizabeth,Medium,29.585456068240877,No,1,2023,12,4,0,High
454,Residential,CO2,147.0,34.75972220182701,-74.59094240570963,2023-12-13,Davidberg,Low,21.419332107593984,No,1,2023,12,13,2,Low
455,Transportation,N2O,177.0,36.51934755671117,-115.53924059435808,2024-04-29,Griffinfurt,Low,23.047228060529783,No,2,2024,4,29,0,Low
456,Industrial,N2O,400.0,34.77315867430202,-111.74401943895651,2024-04-09,Christinemouth,High,28.225178019983485,Yes,2,2024,4,9,1,High
457,Residential,CO2,112.0,35.41517560659187,-115.6756606680215,2024-08-02,New Christopherchester,Medium,22.18740323104093,No,1,2024,8,2,4,Low
458,Residential,N2O,431.0,41.89868926863637,-90.46298742077546,2024-09-13,East Thomasfurt,High,22.429684584545704,No,2,2024,9,13,4,High
459,Residential,CH4,94.0,37.55282845525295,-115.60159179379636,2024-01-27,Coxhaven,Medium,26.42308955791018,No,0,2024,1,27,5,Low
460,Transportation,CH4,326.0,38.25497413204013,-81.19665155545057,2023-11-04,South Andrew,Medium,22.760860884892622,Yes,0,2023,11,4,5,High
461,Transportation,CH4,221.0,40.98894822989772,-95.47470024999518,2024-03-19,New Barry,High,22.174476340077003,No,0,2024,3,19,1,Low
462,Transportation,CO2,12.0,41.9645512039255,-94.81166451841251,2024-05-02,South Kimberly,Medium,22.54177714305657,No,1,2024,5,2,3,Low
463,Transportation,N2O,393.0,38.66171559475745,-93.28984166066346,2024-03-15,Williamsfurt,Medium,24.90647499340727,Yes,2,2024,3,15,4,High
464,Transportation,CO2,188.0,40.499790568353376,-110.48419692252672,2024-02-05,Lake Elizabethmouth,Low,29.66099872731482,No,1,2024,2,5,0,Low
465,Industrial,N2O,351.0,36.61552819469341,-109.30162666296256,2024-06-26,Patrickville,Medium,28.32237941561228,Yes,2,2024,6,26,2,High
466,Industrial,CH4,312.0,36.44595165957833,-103.9720377935878,2024-04-24,Michaeltown,Medium,22.84610264560177,Yes,0,2024,4,24,2,High
467,Transportation,CO2,461.0,37.22162976795648,-91.88615770383852,2024-07-09,North Michael,High,23.633732084980977,No,1,2024,7,9,1,High
468,Residential,N2O,485.0,39.3800581013892,-108.75481785863056,2024-02-16,New Jessicafort,High,24.64512250504077,No,2,2024,2,16,4,High
469,Transportation,N2O,341.0,39.45753351404079,-112.8814040061365,2024-02-18,North Reginaport,Medium,29.7892964701699,Yes,2,2024,2,18,6,High
470,Industrial,CH4,47.0,36.521915477195606,-75.31485699758898,2024-02-14,North Maxwell,Low,21.72390468335716,Yes,0,2024,2,14,2,Low
471,Industrial,CO2,429.0,35.06567939309303,-117.0328001483766,2023-09-28,Arianaton,Low,23.57483103491883,No,1,2023,9,28,3,High
472,Residential,CO2,248.0,39.05917005172407,-82.68131416521504,2023-11-14,East Edward,High,27.29426093982715,Yes,1,2023,11,14,1,Low
473,Industrial,CO2,178.0,35.02660689751011,-83.32645341869903,2024-03-14,North David,Medium,29.639437342689437,Yes,1,2024,3,14,3,Low
474,Transportation,CH4,462.0,38.62794006583464,-104.92257899081578,2024-02-27,Staceyberg,Medium,21.556752127642376,No,0,2024,2,27,1,High
475,Residential,CO2,406.0,39.54737702445047,-112.0324288956782,2024-09-14,Richardsonville,Low,22.273799541943458,Yes,1,2024,9,14,5,High
476,Transportation,CH4,352.0,39.60489197115561,-111.59233954496136,2023-11-14,Burtonburgh,Low,22.2569467439043,Yes,0,2023,11,14,1,High
477,Transportation,CH4,323.0,40.02777688527677,-87.31300884156353,2024-02-24,New Jessicabury,Low,20.209320294920737,Yes,0,2024,2,24,5,High
478,Residential,CH4,315.0,40.982875372525314,-89.71650999220836,2024-08-18,North Juliastad,High,26.041156249809497,Yes,0,2024,8,18,6,High
479,Transportation,N2O,39.0,37.99967193571831,-83.55919033293898,2024-06-28,Lake Leonard,Medium,26.707030741458937,Yes,2,2024,6,28,4,Low
480,Industrial,CO2,199.0,39.84199351623657,-76.7508284144394,2024-08-20,New Travis,High,26.02525890125253,Yes,1,2024,8,20,1,Low
481,Transportation,CO2,366.0,38.95338188292669,-87.55519601626995,2024-08-09,Hamptonville,Medium,20.713229894128144,No,1,2024,8,9,4,High
482,Residential,CH4,34.0,35.49311951838146,-111.1425323917365,2024-04-25,Mooreland,High,20.69230125745632,Yes,0,2024,4,25,3,Low
483,Residential,CH4,121.0,34.20551715895527,-107.28852486232194,2023-12-05,South Holly,Medium,22.10386554494124,No,0,2023,12,5,1,Low
484,Residential,CO2,420.0,36.27633108541547,-80.94347584158297,2023-11-09,North Davidshire,Low,22.902945156989148,No,1,2023,11,9,3,High
485,Transportation,CH4,444.0,37.54426965070096,-108.79053266329484,2024-02-27,East Michael,Low,27.865436559100477,No,0,2024,2,27,1,High
486,Residential,CO2,215.0,38.93684755542925,-114.80901805400282,2023-12-16,New Dillonborough,Low,21.59390265748921,No,1,2023,12,16,5,Low
487,Residential,N2O,194.0,40.79967464402564,-87.05567762214098,2024-01-19,Port Juliemouth,High,20.440922163975323,No,2,2024,1,19,4,Low
488,Transportation,CH4,391.0,35.569965733649326,-100.28884035843376,2024-08-25,Port Daniel,Low,23.93987507713055,No,0,2024,8,25,6,High
489,Industrial,CO2,388.0,35.004398319187814,-77.51823768798025,2024-08-28,Ericport,Medium,24.1639217014192,No,1,2024,8,28,2,High
490,Transportation,CH4,56.0,41.70783957979462,-89.38877687187889,2024-08-22,Wilsonburgh,High,24.509073381889543,No,0,2024,8,22,3,Low
491,Residential,CO2,383.0,34.864356475011256,-114.02156497716692,2024-03-15,New Frederickview,Medium,28.26903544026969,Yes,1,2024,3,15,4,High
492,Residential,CO2,237.0,37.82792856085752,-76.29431104083892,2024-04-02,Port Samantha,High,20.980054148709417,No,1,2024,4,2,1,Low
493,Transportation,CH4,48.0,38.684509830346414,-106.62348039982918,2024-06-08,Kathrynberg,Medium,27.039420824219626,No,0,2024,6,8,5,Low
494,Industrial,N2O,25.0,38.330995367259504,-103.16265042212342,2024-03-14,Zacharyborough,Medium,23.37945571045291,No,2,2024,3,14,3,Low
495,Residential,CO2,31.0,34.68825725626355,-100.30054179792415,2024-07-20,Nancyfort,High,23.0998013643547,Yes,1,2024,7,20,5,Low
496,Residential,CO2,222.0,34.45621531202895,-115.74613095821022,2023-11-29,East Elizabethville,High,29.3254312608598,No,1,2023,11,29,2,Low
497,Residential,CO2,319.0,34.84386741968829,-96.1533214218534,2024-05-09,Cookview,Low,22.48468524416742,Yes,1,2024,5,9,3,High
498,Transportation,N2O,158.0,38.6847014709809,-112.57398639268716,2024-04-01,Lewismouth,Low,26.425318353393664,No,2,2024,4,1,0,Low
499,Residential,N2O,465.0,38.35475910107457,-100.35730562571251,2023-09-22,South Michelleville,Medium,22.75127757376092,No,2,2023,9,22,4,High
500,Industrial,CH4,250.0,35.86992633629396,-102.5687693283483,2024-06-12,Smithburgh,Medium,25.07143882640385,Yes,0,2024,6,12,2,Low
501,Residential,N2O,281.0,39.10219313476473,-83.99503632923386,2024-02-14,New Nicole,Medium,27.862928925962777,No,2,2024,2,14,2,High
502,Residential,CH4,68.0,40.5605400164452,-82.66049748815983,2024-03-25,Lake Renee,High,28.817225235162606,Yes,0,2024,3,25,0,Low
503,Industrial,CH4,296.0,34.33263167877275,-111.24983317488012,2024-08-30,Lindastad,High,28.386972402950505,Yes,0,2024,8,30,4,High
504,Residential,N2O,435.0,37.985039548384336,-101.87174775531405,2024-07-25,Lake Megan,Low,25.8218073614464,No,2,2024,7,25,3,High
505,Transportation,CH4,211.0,39.51448329682152,-101.5724609145994,2024-08-18,Perezborough,Medium,22.48816315338222,No,0,2024,8,18,6,Low
506,Transportation,N2O,41.0,36.0184954165575,-111.33794046681226,2023-10-29,Brandtbury,Low,26.61233383261866,Yes,2,2023,10,29,6,Low
507,Transportation,CH4,452.0,36.4621672423452,-82.86804577774762,2023-10-27,New Becky,High,27.09905045779608,Yes,0,2023,10,27,4,High
508,Industrial,N2O,171.0,38.90910322391507,-86.88195355324137,2024-03-06,Joshuaborough,High,20.10691990113501,No,2,2024,3,6,2,Low
509,Residential,N2O,264.0,41.1834823475499,-109.62320140293048,2024-05-20,Chavezhaven,High,24.392105109318745,No,2,2024,5,20,0,High
510,Transportation,CH4,263.0,40.4793953624232,-101.86423602187284,2024-03-02,East Robin,Low,28.432620428217643,No,0,2024,3,2,5,High
511,Industrial,CO2,18.0,38.66504175279667,-113.34457890631336,2024-05-08,Martinezshire,High,24.895875962430477,Yes,1,2024,5,8,2,Low
512,Residential,CH4,474.0,39.841773742058,-90.35890972790608,2024-04-23,Brockport,Medium,23.11375442163321,No,0,2024,4,23,1,High
513,Industrial,N2O,148.0,36.91857976166239,-112.65963531986074,2024-02-09,Lake Sara,Low,28.71797771024663,Yes,2,2024,2,9,4,Low
514,Transportation,CO2,489.0,39.12772422479007,-74.61889658050362,2024-03-23,East Tanya,High,21.558806975298054,No,1,2024,3,23,5,High
515,Transportation,CH4,19.0,37.72945272902046,-83.64998871373406,2024-02-03,Port Philipton,Low,22.064452324162005,Yes,0,2024,2,3,5,Low
516,Transportation,CH4,223.0,35.51948909166049,-100.82950381830422,2023-10-24,West Kelsey,Low,26.873723669361333,Yes,0,2023,10,24,1,Low
517,Industrial,CH4,282.0,39.61390619101806,-92.5431869797084,2024-04-03,Bishopborough,High,23.52435941526575,No,0,2024,4,3,2,High
518,Industrial,CO2,333.0,38.451717098790574,-77.90096008647802,2023-12-04,Cookton,High,27.130168357337787,Yes,1,2023,12,4,0,High
519,Transportation,N2O,57.0,36.86897265562873,-93.61963166258366,2024-08-12,South Wendyburgh,Low,21.57703621259492,Yes,2,2024,8,12,0,Low
520,Industrial,CH4,445.0,41.29071352062905,-110.32206659848995,2024-02-16,Alexisfort,Low,22.52269089600846,Yes,0,2024,2,16,4,High
521,Transportation,CH4,120.0,34.16747294261387,-101.337052354429,2023-10-11,Kellyburgh,High,21.566473783636336,Yes,0,2023,10,11,2,Low
522,Transportation,CH4,162.0,36.526185209995965,-80.90162593869121,2024-02-14,Johnstad,Medium,29.529103135635097,Yes,0,2024,2,14,2,Low
523,Residential,CH4,132.0,34.45505118222117,-89.65462729645681,2024-04-05,Kimberlyhaven,Low,24.05403960850924,No,0,2024,4,5,4,Low
524,Industrial,CH4,414.0,40.13221852977302,-89.3681270893128,2023-11-30,Haleystad,Low,23.37219909910226,No,0,2023,11,30,3,High
525,Transportation,N2O,366.0,39.61685963291034,-79.85985462970648,2024-07-18,Emilytown,Medium,20.142021561707647,Yes,2,2024,7,18,3,High
526,Transportation,N2O,111.0,36.650817749890535,-78.66518547164979,2024-09-07,Heatherchester,High,21.53417579410888,No,2,2024,9,7,5,Low
527,Industrial,CH4,250.0,39.40530321765658,-77.5291268417048,2024-07-02,Laramouth,High,24.211358562424994,Yes,0,2024,7,2,1,Low
528,Residential,CO2,330.0,37.1674978095676,-113.82663549686112,2024-04-25,Colemanshire,Medium,20.68502792571894,Yes,1,2024,4,25,3,High
529,Residential,N2O,200.0,40.05003033137948,-94.05845591362356,2024-09-17,Williamsview,High,25.10739329506217,No,2,2024,9,17,1,Low
530,Transportation,CO2,226.0,37.63346930189365,-85.41758106639398,2024-09-03,Madisonland,High,24.55015438464448,Yes,1,2024,9,3,1,Low
531,Industrial,N2O,60.0,37.29823782265333,-84.69521881441139,2024-02-29,Elizabethside,Low,27.67168140344352,Yes,2,2024,2,29,3,Low
532,Residential,CH4,301.0,41.47783932390641,-91.30448711331982,2024-03-11,New Jennifer,Low,26.598027014003165,Yes,0,2024,3,11,0,High
533,Industrial,N2O,90.0,36.007032799125604,-110.66135725191832,2024-04-14,Meredithfurt,Low,24.459473053205738,No,2,2024,4,14,6,Low
534,Industrial,CH4,498.0,34.963578719972524,-82.91349562656677,2024-08-14,East Jamie,Medium,22.246607001050712,No,0,2024,8,14,2,High
535,Transportation,N2O,392.0,38.67634490607566,-86.3151013253424,2024-09-16,Fritzburgh,High,27.268635660178063,Yes,2,2024,9,16,0,High
536,Residential,CH4,97.0,41.75457449827343,-114.2100260518424,2024-08-17,Lake Laura,High,27.07862103454204,Yes,0,2024,8,17,5,Low
537,Transportation,CH4,203.0,37.022713709817495,-97.59236771432744,2024-01-17,Justinchester,Low,21.53296160515388,Yes,0,2024,1,17,2,Low
538,Residential,CH4,113.0,34.49629410903025,-110.34499442104064,2024-04-21,Port Daniel,Low,29.14751831425403,Yes,0,2024,4,21,6,Low
539,Residential,CH4,280.0,36.71444213847654,-103.15100998862924,2024-02-24,Christystad,Medium,20.644051160150436,Yes,0,2024,2,24,5,High
540,Residential,CO2,105.0,38.04745323455647,-117.20443194294984,2024-05-13,Campbellmouth,High,20.550377088927164,No,1,2024,5,13,0,Low
541,Residential,CH4,432.0,35.29538405305771,-100.38548578992663,2023-12-24,Penaland,Medium,21.87350417662427,No,0,2023,12,24,6,High
542,Residential,CO2,388.0,39.26481774445194,-93.80541546912674,2023-10-03,Lake Marissafort,High,29.094607980487712,No,1,2023,10,3,1,High
543,Industrial,CO2,207.0,41.981995112081606,-90.73836591560816,2024-06-15,Lake Gabrielside,Medium,25.19998124036922,No,1,2024,6,15,5,Low
544,Transportation,CH4,10.0,37.61391580785155,-88.80642481433676,2024-04-03,Lake Melissahaven,Low,27.879409206729,Yes,0,2024,4,3,2,Low
545,Industrial,CO2,416.0,36.8378284538417,-81.20318222349175,2024-09-16,Scottborough,Medium,22.278431880765005,Yes,1,2024,9,16,0,High
546,Residential,N2O,387.0,37.20563333467573,-108.51963207986788,2024-08-20,Lake Scottport,Medium,24.90221974653741,No,2,2024,8,20,1,High
547,Transportation,CH4,176.0,34.92116942716161,-112.6987998127074,2023-11-23,West Kristineview,Low,23.582894636238823,No,0,2023,11,23,3,Low
548,Residential,CO2,135.0,41.06618881140979,-80.53236443649126,2024-08-18,East Melindafurt,High,28.278286070661927,Yes,1,2024,8,18,6,Low
549,Transportation,CH4,322.0,37.31860524417082,-111.1090361447234,2024-07-18,Ramirezhaven,High,20.226044393592268,No,0,2024,7,18,3,High
550,Industrial,CH4,90.0,37.09819529139873,-75.1105564212074,2023-10-06,Lisaland,Low,22.43842729966105,Yes,0,2023,10,6,4,Low
551,Transportation,CH4,427.0,39.27752218344379,-80.92831790645997,2024-08-08,Port Stephanie,Medium,21.52574224302379,Yes,0,2024,8,8,3,High
552,Transportation,CO2,260.0,37.536267367448986,-95.96142934085763,2024-08-20,Austinstad,Medium,28.59189038721569,Yes,1,2024,8,20,1,High
553,Transportation,N2O,178.0,39.18586775046277,-74.8174573034309,2023-10-15,Port Jimmy,Medium,24.67543849693766,No,2,2023,10,15,6,Low
554,Transportation,N2O,486.0,34.4915703210463,-113.7154239192478,2024-06-07,New Laurenview,High,24.042200438932163,No,2,2024,6,7,4,High
555,Transportation,CO2,82.0,40.50978674977782,-104.66510650829552,2023-11-04,Tinaland,Medium,24.4948276210108,No,1,2023,11,4,5,Low
556,Residential,CH4,150.0,41.52403162303522,-89.91812573821309,2024-02-18,South Gabrielleview,High,29.719245507023352,No,0,2024,2,18,6,Low
557,Transportation,CO2,79.0,39.19012308927509,-102.59969778718012,2024-06-03,Rebeccaborough,Medium,28.50267394335924,No,1,2024,6,3,0,Low
558,Transportation,CO2,271.0,41.63652743087049,-77.15160771284516,2024-04-29,East Anthony,Low,27.06368771850308,Yes,1,2024,4,29,0,High
559,Industrial,CO2,349.0,35.21145851495971,-115.11245212017604,2023-12-18,Jenniferberg,Low,22.904789592232547,No,1,2023,12,18,0,High
560,Transportation,CH4,317.0,37.81932951584283,-93.82587938931756,2023-11-01,Kimberlystad,High,21.65172999518448,Yes,0,2023,11,1,2,High
561,Industrial,CO2,254.0,38.81445387156358,-92.00188423461496,2024-08-19,South Crystal,High,29.21433629024453,Yes,1,2024,8,19,0,Low
562,Residential,CH4,12.0,38.65389317936949,-89.27996255380214,2024-07-24,East Joel,Low,24.230755227964828,Yes,0,2024,7,24,2,Low
563,Transportation,CO2,346.0,37.21169423271235,-106.75068617340015,2023-11-18,East Nicholas,Low,22.78755799468629,No,1,2023,11,18,5,High
564,Industrial,N2O,72.0,36.70467527493009,-101.95907718912596,2024-08-30,Port Julieview,Medium,24.709208264176358,No,2,2024,8,30,4,Low
565,Industrial,CO2,58.0,35.01459218040335,-80.87805669474099,2024-02-28,East Brittanyburgh,Low,29.17847422820352,No,1,2024,2,28,2,Low
566,Residential,CO2,85.0,37.133939604498224,-109.42251816531297,2024-06-19,Amandaport,High,23.87067313391293,No,1,2024,6,19,2,Low
567,Transportation,N2O,377.0,35.30128652084388,-81.61781472437207,2024-08-19,North Lauren,Low,25.626409972480992,No,2,2024,8,19,0,High
568,Transportation,CH4,184.0,39.87492541193775,-93.24316139227932,2023-12-05,Schmidtville,High,28.029663011085667,No,0,2023,12,5,1,Low
569,Industrial,CH4,118.0,35.67064748395672,-84.46374950746039,2023-09-20,Andersonbury,High,24.271325310483917,No,0,2023,9,20,2,Low
570,Transportation,CO2,192.0,34.46852244227627,-86.60127588440724,2024-09-09,Jonathanfort,Medium,22.335418019263685,No,1,2024,9,9,0,Low
571,Industrial,N2O,201.0,38.418929102537874,-108.86949420306532,2024-03-04,West Aliceshire,Medium,29.94525748383033,Yes,2,2024,3,4,0,Low
572,Transportation,CH4,74.0,38.76183786175521,-92.9722395969096,2024-05-27,Tanyashire,Medium,29.5657085745216,No,0,2024,5,27,0,Low
573,Industrial,CO2,346.0,40.97530449024404,-79.82018127657594,2024-07-11,Port Adamberg,Medium,28.434791691255143,Yes,1,2024,7,11,3,High
574,Transportation,N2O,460.0,38.615852899341455,-98.98688558071512,2023-10-16,North Annahaven,Low,26.883738793859223,Yes,2,2023,10,16,0,High
575,Residential,CH4,483.0,36.76384682978757,-75.47000611017407,2024-01-20,Juliamouth,Medium,22.94865628069697,Yes,0,2024,1,20,5,High
576,Transportation,CH4,280.0,40.42409505221056,-98.1025355955244,2024-08-29,Rosemouth,Low,29.13412938164032,Yes,0,2024,8,29,3,High
577,Transportation,N2O,109.0,38.322231145499366,-111.71743198661308,2024-05-13,Nataliechester,Medium,22.755566701212288,No,2,2024,5,13,0,Low
578,Residential,N2O,41.0,34.63424227704954,-100.86487407658238,2023-10-27,North Raymond,Medium,28.008094946768324,No,2,2023,10,27,4,Low
579,Transportation,N2O,361.0,38.52680448250597,-76.12509411881636,2023-12-29,Port Christine,High,29.18258167941306,Yes,2,2023,12,29,4,High
580,Residential,N2O,137.0,41.2641483633733,-103.9322826290464,2023-12-27,Rodriguezside,Low,26.03003840429912,Yes,2,2023,12,27,2,Low
581,Transportation,CO2,461.0,37.17050100398576,-79.80368096584922,2024-04-04,Lake Matthewfort,High,28.030562178911783,Yes,1,2024,4,4,3,High
582,Industrial,N2O,411.0,36.3706064151984,-79.22497000599685,2023-10-17,Wilsonport,Medium,27.916950992017465,No,2,2023,10,17,1,High
583,Industrial,CH4,378.0,35.14775565614416,-102.5917929293937,2024-01-24,New Adamstad,Low,21.9315775112098,Yes,0,2024,1,24,2,High
584,Transportation,CH4,348.0,35.211564175482856,-114.33666304577218,2023-11-18,Port Hunterville,Medium,26.679244735960847,Yes,0,2023,11,18,5,High
585,Transportation,CO2,52.0,37.46217187473455,-86.11945199701199,2024-03-27,Shepherdchester,High,20.934679369044435,No,1,2024,3,27,2,Low
586,Transportation,CH4,381.0,38.76543859329224,-104.2934588433846,2024-06-29,Allenhaven,Low,25.07850143137481,Yes,0,2024,6,29,5,High
587,Industrial,CH4,428.0,34.644923241356814,-83.55136097266681,2024-08-18,Mollyborough,High,21.622355481405776,No,0,2024,8,18,6,High
588,Transportation,N2O,497.0,41.51654871220133,-98.52318667654094,2024-09-03,Port Deanna,Medium,24.16349498796432,No,2,2024,9,3,1,High
589,Industrial,CH4,87.0,40.04106893956157,-96.64826333692466,2024-02-24,West Tarachester,Medium,28.32982074698437,Yes,0,2024,2,24,5,Low
590,Residential,CO2,323.0,38.6929913462693,-83.77198610306438,2024-04-16,Port Jacobfurt,Medium,29.871678396302045,Yes,1,2024,4,16,1,High
591,Industrial,N2O,298.0,40.62750936751193,-101.17601343328838,2024-04-01,South Shannonchester,Low,23.179598316596177,Yes,2,2024,4,1,0,High
592,Industrial,N2O,279.0,34.6414940544969,-98.50239680579176,2024-03-27,West Petertown,High,25.319556987831767,No,2,2024,3,27,2,High
593,Residential,CO2,171.0,37.814711021864994,-101.44761937413662,2024-03-15,Debrafort,High,25.11298024370489,No,1,2024,3,15,4,Low
594,Industrial,N2O,198.0,39.0407450148933,-101.83701732779969,2023-10-10,Richardstad,Medium,29.54401509831066,No,2,2023,10,10,1,Low
595,Transportation,N2O,256.0,40.62922324894632,-94.85835061633578,2024-07-15,Mcdowellfurt,High,24.785837324327737,Yes,2,2024,7,15,0,High
596,Transportation,CO2,397.0,40.26775648039414,-82.41282444194937,2023-11-05,North Nathanbury,Low,26.991062053996977,Yes,1,2023,11,5,6,High
597,Industrial,N2O,225.0,36.2165539977072,-102.0821942754071,2024-08-12,Cabreraton,Medium,29.21789233108526,Yes,2,2024,8,12,0,Low
598,Transportation,CO2,324.0,41.52704135647363,-94.93279229633958,2023-11-29,East Thomas,Medium,23.733785595368403,Yes,1,2023,11,29,2,High
599,Industrial,CO2,422.0,34.994766731446965,-88.48799768052557,2023-12-07,Cantrellton,Medium,29.02122238245388,Yes,1,2023,12,7,3,High
600,Transportation,CH4,348.0,41.00106894896922,-106.14466436263918,2024-08-09,South Gerald,Low,29.174562218910133,Yes,0,2024,8,9,4,High
601,Transportation,CH4,399.0,41.76752199683695,-105.78899658429472,2023-12-29,New Jessicabury,Medium,29.306625039671307,No,0,2023,12,29,4,High
602,Industrial,N2O,386.0,35.417228185781006,-76.92982241096799,2024-06-28,North Samuelton,Medium,22.704461854714264,No,2,2024,6,28,4,High
603,Transportation,N2O,490.0,39.77652851363028,-86.16447877343211,2023-11-15,Lake Rebeccachester,Medium,24.003555942699585,No,2,2023,11,15,2,High
604,Industrial,CO2,442.0,34.322284150223986,-92.6037862461744,2024-06-27,Lewisside,Medium,28.70395908225702,Yes,1,2024,6,27,3,High
605,Transportation,N2O,177.0,37.24338260111324,-89.50031760549308,2024-06-06,Paulberg,High,23.591618242804188,No,2,2024,6,6,3,Low
606,Transportation,CO2,348.0,38.130266393581394,-116.7108245034496,2024-08-04,South Kristen,Medium,26.00253032933505,No,1,2024,8,4,6,High
607,Residential,CO2,202.0,38.64516180727707,-90.80346951528534,2023-10-08,Huntborough,Low,21.18054507260052,No,1,2023,10,8,6,Low
608,Residential,N2O,462.0,41.48749798598848,-95.58160957813512,2024-04-03,New Lauren,Medium,20.562749881112406,Yes,2,2024,4,3,2,High
609,Industrial,CO2,292.0,39.37800549835356,-93.98701408970484,2024-01-03,New Michelle,Medium,24.119939894921725,Yes,1,2024,1,3,2,High
610,Residential,CH4,345.0,37.8502236097539,-102.18535161944403,2024-02-23,South Danabury,High,25.789165325927176,No,0,2024,2,23,4,High
611,Industrial,N2O,399.0,40.47740029012712,-114.41514850063056,2024-03-04,South Timothyburgh,Medium,23.92699113358941,Yes,2,2024,3,4,0,High
612,Residential,CH4,497.0,41.60426256763528,-109.4930737210697,2024-08-02,Colonland,High,25.77735770160842,Yes,0,2024,8,2,4,High
613,Transportation,N2O,22.0,34.17652918945833,-76.16723261864244,2024-04-13,Andreamouth,Low,25.15084376171785,Yes,2,2024,4,13,5,Low
614,Industrial,CO2,249.0,41.86017017804831,-100.0172192600789,2023-09-24,Lambertbury,High,26.85707229286076,Yes,1,2023,9,24,6,Low
615,Industrial,N2O,329.0,34.689057112509445,-97.46594114344198,2023-11-26,Port Victoria,Medium,26.4953243106539,No,2,2023,11,26,6,High
616,Transportation,CH4,455.0,40.51509423415009,-115.68076924644868,2023-11-30,South Darrellport,Low,24.2424570320658,Yes,0,2023,11,30,3,High
617,Industrial,CO2,492.0,36.2426780204113,-116.34708590006484,2024-08-06,Claudiastad,Medium,24.24995240419863,No,1,2024,8,6,1,High
618,Industrial,N2O,156.0,35.05743726203097,-86.44401632994266,2024-07-29,Florestown,High,21.40778340012232,No,2,2024,7,29,0,Low
619,Residential,N2O,213.0,37.51884511771068,-94.3238347786711,2024-05-12,Bethchester,Low,25.132385720964592,Yes,2,2024,5,12,6,Low
620,Industrial,N2O,89.0,39.15165263558091,-95.61693669448428,2023-11-13,New Susanport,Low,25.87179128135697,Yes,2,2023,11,13,0,Low
621,Transportation,CH4,388.0,37.0476147601878,-107.30252066140258,2024-09-08,Chadview,High,24.764893973538264,Yes,0,2024,9,8,6,High
622,Residential,CH4,52.0,34.43652326626159,-85.23096780828342,2024-08-21,North Michellehaven,High,23.25707335086999,No,0,2024,8,21,2,Low
623,Residential,N2O,467.0,38.79568911726973,-110.59759051922636,2024-01-14,Henrymouth,Low,27.21648544251736,No,2,2024,1,14,6,High
624,Transportation,CO2,98.0,41.2192262088854,-109.64287127891512,2024-08-18,South Frank,Low,20.74661644645224,No,1,2024,8,18,6,Low
625,Transportation,CO2,157.0,37.065722927578015,-97.72866446067589,2024-04-03,Nicolefort,High,29.144403697540472,No,1,2024,4,3,2,Low
626,Residential,CH4,104.0,35.730662221046614,-105.4036860670746,2024-04-19,Jamesfurt,Medium,20.206434395457933,No,0,2024,4,19,4,Low
627,Industrial,CO2,461.0,37.540618767462526,-107.11162882574156,2024-02-09,Williamfurt,Low,29.62350133438278,No,1,2024,2,9,4,High
628,Residential,CH4,437.0,34.386901688390246,-89.60954363965341,2024-05-17,Franklinmouth,High,24.623556009346625,No,0,2024,5,17,4,High
