Emission_ID,Source,Gas_Type,Emission_Quantity (kg),Latitude,Longitude,Date,Neighborhood_Name,Emission_Category,Temperature (°C),Emission_Control
401,Residential,CH4,230,38.807296045272686,-106.13133150155426,2024-07-26,Rowlandport,Low,29.901757936307185,No
402,Residential,CH4,401,36.727668571484465,-87.09445627245366,2024-09-05,New Meghanfurt,Low,20.758515572823548,Yes
403,Industrial,CO2,50,41.33814453262144,-89.00832051070628,2024-08-18,Jessicabury,Medium,26.61790713814521,No
404,Industrial,N2O,377,37.252724298875776,-74.47848595921573,2024-05-28,New Patricia,Low,24.48228014526089,Yes
405,Residential,CO2,156,35.14625166962113,-106.33791935399154,2024-09-01,North Mary,High,24.466019011066557,No
406,Industrial,CO2,121,39.717750668016286,-88.42938188288365,2023-10-18,Wrighttown,Medium,24.576456160335404,Yes
407,Transportation,N2O,112,36.34682737152808,-115.71095477870433,2024-09-03,Debbieberg,High,22.586817738014282,Yes
408,Residential,N2O,55,38.203762458847145,-112.99957429734434,2024-08-02,Hannahmouth,Low,27.155628273322325,No
409,Industrial,CH4,421,39.58266228404136,-117.82759150215189,2024-08-01,South Aliciafurt,Low,27.21576526085027,Yes
410,Residential,N2O,484,41.202112889616565,-74.02373003337439,2024-08-31,West Albertville,High,22.82397110105827,Yes
411,Transportation,CH4,333,40.33752955841341,-82.69995732551098,2024-09-08,New Roberthaven,High,28.353064608584504,No
412,Residential,CH4,387,39.410888542981795,-83.38418735172421,2024-02-18,North Elizabeth,High,23.168449436503302,Yes
413,Residential,CH4,280,39.43706545916115,-95.5720526873201,2024-01-10,West Ericton,Medium,27.250931239865423,No
414,Residential,N2O,492,41.56739715225669,-104.79704835216064,2024-04-30,Port Michael,Low,21.209997675120665,Yes
415,Residential,CO2,430,36.36659277997229,-111.34437148364226,2023-12-30,Leeshire,High,21.687016428037456,No
416,Transportation,CH4,394,34.0088967535695,-105.4743114907556,2024-01-22,Thomasbury,Low,23.15795644508251,Yes
417,Residential,CO2,204,36.17563647518559,-101.45726623511788,2024-05-10,Smithmouth,High,25.938737676678613,Yes
418,Residential,CO2,376,35.74313103701395,-84.72235573286706,2024-07-11,Jayside,Low,26.45511485478699,No
419,Industrial,N2O,289,39.294676680911984,-94.25488128826129,2024-08-06,South Jenniferstad,Medium,23.96356171967475,Yes
420,Residential,CO2,292,39.06969279812423,-114.59072043155876,2023-11-20,Parkertown,Low,20.77839153110514,No
421,Industrial,CO2,49,38.74769106163779,-117.20672360580787,2024-08-20,Christinaberg,High,23.736346520927242,No
422,Transportation,N2O,456,34.12994754567563,-113.49738410050122,2024-07-27,East Melissaberg,Low,26.887675159591517,No
423,Transportation,CH4,198,39.83022443560518,-99.93805659731531,2024-09-02,Jamesburgh,Medium,26.70995461130316,Yes
424,Transportation,CO2,173,36.588243299883935,-76.9395116498432,2024-09-12,West Dennis,Medium,21.601964132054427,Yes
425,Transportation,N2O,491,39.32044791205305,-89.95429082679425,2024-05-21,East Sabrinashire,Low,20.077839702689673,Yes
426,Industrial,CO2,486,38.45262742801722,-82.71966040547733,2024-03-15,East Brianstad,High,27.52981617296117,No
427,Residential,CO2,33,36.74184740342326,-97.47951784179986,2024-09-13,North Nicholas,Medium,21.06368166385244,No
428,Transportation,CH4,33,35.07661013683286,-102.08669233941812,2024-03-08,West Leeside,Medium,20.823491439642854,No
429,Residential,CO2,499,34.75535118128385,-113.2303836004686,2024-02-09,Cruzhaven,Low,20.027012168341635,Yes
430,Industrial,N2O,13,40.652146664897785,-79.45894702380699,2024-01-20,Port Jessicaport,Medium,24.326013259569272,No
431,Industrial,CO2,332,41.347180336652464,-83.54095872277227,2023-10-28,Grayfurt,Medium,25.032639009008143,Yes
432,Industrial,CH4,299,39.1983043741144,-110.6028037057001,2024-04-12,North Javier,High,26.376640461485906,Yes
433,Transportation,CH4,450,34.82747291888387,-95.46053518944454,2024-07-09,Luisbury,High,22.96063840712586,Yes
434,Residential,N2O,442,37.21621773510593,-96.55550845146523,2024-08-25,Wilsonmouth,High,27.1042471638678,Yes
435,Residential,CH4,480,39.831513600841255,-90.49597168179274,2023-10-16,Michelleshire,Low,21.693318574069416,Yes
436,Residential,CO2,190,40.23856707208054,-76.36777666438451,2024-05-11,Christopherton,Medium,28.31990053110347,Yes
437,Industrial,CH4,257,34.94574897832871,-92.49005656245089,2024-03-19,Gonzalezview,Low,25.718483288904455,Yes
438,Transportation,N2O,125,34.00024575076306,-94.23044026174078,2024-01-31,Jamesstad,Medium,25.838898233720485,Yes
439,Industrial,CH4,288,39.69709636704484,-115.78579095087478,2024-05-03,Jeffreytown,Medium,22.09775413779108,No
440,Industrial,CH4,374,36.852769407889646,-115.23207105520694,2024-04-25,New Aimeestad,Medium,20.74108749300388,Yes
441,Residential,CH4,78,36.03585065294608,-109.7567411816213,2023-11-20,Port Markborough,High,24.647248030806715,Yes
442,Industrial,N2O,360,34.1031797583162,-116.57128604556307,2024-07-16,Port Ronaldmouth,Low,26.15611951922359,No
443,Residential,CH4,263,38.322395254092,-85.29247259491945,2024-01-27,Lake Melindaland,Low,20.950464586616857,No
444,Transportation,CH4,190,40.809205883407856,-86.17346662426561,2024-09-13,Jonathanshire,Medium,29.50534474528167,No
445,Residential,CO2,327,41.6610531701807,-112.0135256850077,2024-05-14,Ashleymouth,Low,29.804143602328068,No
446,Transportation,N2O,178,38.52595960490631,-81.21252836500764,2023-09-19,West Christopherside,High,25.454566953924918,Yes
447,Residential,CH4,322,38.11569062191916,-111.18941446677107,2024-02-04,Lake Davidshire,Low,29.50069155273406,No
448,Industrial,N2O,258,34.68045108391393,-104.74827417211621,2024-05-16,East Danielle,Medium,21.794452375808532,No
449,Industrial,CH4,197,38.3909824123408,-107.04501643689994,2024-07-11,New Rachel,High,20.25420685179525,No
450,Transportation,CH4,63,37.03983263172316,-101.6184876627859,2024-06-02,Colleenfurt,High,20.3940953529039,No
451,Transportation,CH4,335,38.85708224706862,-106.79479430084167,2023-11-10,Leehaven,Medium,25.87512479426779,Yes
452,Transportation,CO2,366,37.10981078301237,-96.4861592367081,2024-04-16,Lake Hollyport,Low,20.616418834368236,No
453,Residential,CO2,322,35.92239298760293,-100.07405322039384,2023-12-04,South Elizabeth,Medium,29.585456068240873,No
454,Residential,CO2,147,34.75972220182701,-74.59094240570963,2023-12-13,Davidberg,Low,21.419332107593984,No
455,Transportation,N2O,177,36.51934755671117,-115.53924059435808,2024-04-29,Griffinfurt,Low,23.047228060529786,No
456,Industrial,N2O,400,34.77315867430202,-111.74401943895653,2024-04-09,Christinemouth,High,28.225178019983485,Yes
457,Residential,CO2,112,35.41517560659187,-115.6756606680215,2024-08-02,New Christopherchester,Medium,22.187403231040932,No
458,Residential,N2O,431,41.89868926863637,-90.46298742077546,2024-09-13,East Thomasfurt,High,22.429684584545704,No
459,Residential,CH4,94,37.55282845525295,-115.60159179379635,2024-01-27,Coxhaven,Medium,26.42308955791018,No
460,Transportation,CH4,326,38.25497413204013,-81.19665155545057,2023-11-04,South Andrew,Medium,22.760860884892622,Yes
461,Transportation,CH4,221,40.98894822989772,-95.47470024999518,2024-03-19,New Barry,High,22.174476340077003,No
462,Transportation,CO2,12,41.9645512039255,-94.81166451841251,2024-05-02,South Kimberly,Medium,22.541777143056574,No
463,Transportation,N2O,393,38.66171559475745,-93.28984166066346,2024-03-15,Williamsfurt,Medium,24.90647499340727,Yes
464,Transportation,CO2,188,40.499790568353376,-110.48419692252673,2024-02-05,Lake Elizabethmouth,Low,29.66099872731482,No
465,Industrial,N2O,351,36.615528194693404,-109.30162666296255,2024-06-26,Patrickville,Medium,28.322379415612282,Yes
466,Industrial,CH4,312,36.44595165957833,-103.97203779358779,2024-04-24,Michaeltown,Medium,22.84610264560177,Yes
467,Transportation,CO2,461,37.22162976795648,-91.88615770383853,2024-07-09,North Michael,High,23.633732084980977,No
468,Residential,N2O,485,39.380058101389196,-108.75481785863056,2024-02-16,New Jessicafort,High,24.645122505040774,No
469,Transportation,N2O,341,39.45753351404079,-112.8814040061365,2024-02-18,North Reginaport,Medium,29.7892964701699,Yes
470,Industrial,CH4,47,36.521915477195606,-75.31485699758898,2024-02-14,North Maxwell,Low,21.72390468335716,Yes
471,Industrial,CO2,429,35.06567939309303,-117.0328001483766,2023-09-28,Arianaton,Low,23.57483103491883,No
472,Residential,CO2,248,39.05917005172407,-82.68131416521504,2023-11-14,East Edward,High,27.29426093982715,Yes
473,Industrial,CO2,178,35.02660689751011,-83.32645341869903,2024-03-14,North David,Medium,29.639437342689433,Yes
474,Transportation,CH4,462,38.62794006583464,-104.92257899081578,2024-02-27,Staceyberg,Medium,21.556752127642376,No
475,Residential,CO2,406,39.54737702445047,-112.03242889567821,2024-09-14,Richardsonville,Low,22.273799541943458,Yes
476,Transportation,CH4,352,39.60489197115561,-111.59233954496136,2023-11-14,Burtonburgh,Low,22.2569467439043,Yes
477,Transportation,CH4,323,40.02777688527677,-87.31300884156353,2024-02-24,New Jessicabury,Low,20.209320294920737,Yes
478,Residential,CH4,315,40.982875372525314,-89.71650999220836,2024-08-18,North Juliastad,High,26.041156249809497,Yes
479,Transportation,N2O,39,37.99967193571831,-83.55919033293898,2024-06-28,Lake Leonard,Medium,26.707030741458937,Yes
480,Industrial,CO2,199,39.84199351623657,-76.7508284144394,2024-08-20,New Travis,High,26.025258901252535,Yes
481,Transportation,CO2,366,38.95338188292669,-87.55519601626995,2024-08-09,Hamptonville,Medium,20.713229894128144,No
482,Residential,CH4,34,35.49311951838146,-111.1425323917365,2024-04-25,Mooreland,High,20.692301257456318,Yes
483,Residential,CH4,121,34.20551715895527,-107.28852486232194,2023-12-05,South Holly,Medium,22.10386554494124,No
484,Residential,CO2,420,36.27633108541547,-80.94347584158297,2023-11-09,North Davidshire,Low,22.902945156989148,No
485,Transportation,CH4,444,37.544269650700954,-108.79053266329483,2024-02-27,East Michael,Low,27.865436559100473,No
486,Residential,CO2,215,38.93684755542925,-114.80901805400282,2023-12-16,New Dillonborough,Low,21.59390265748921,No
487,Residential,N2O,194,40.79967464402564,-87.05567762214098,2024-01-19,Port Juliemouth,High,20.440922163975323,No
488,Transportation,CH4,391,35.569965733649326,-100.28884035843375,2024-08-25,Port Daniel,Low,23.93987507713055,No
489,Industrial,CO2,388,35.004398319187814,-77.51823768798025,2024-08-28,Ericport,Medium,24.163921701419202,No
490,Transportation,CH4,56,41.70783957979462,-89.38877687187889,2024-08-22,Wilsonburgh,High,24.509073381889543,No
491,Residential,CO2,383,34.864356475011256,-114.02156497716693,2024-03-15,New Frederickview,Medium,28.269035440269686,Yes
492,Residential,CO2,237,37.827928560857515,-76.29431104083892,2024-04-02,Port Samantha,High,20.980054148709417,No
493,Transportation,CH4,48,38.684509830346414,-106.62348039982918,2024-06-08,Kathrynberg,Medium,27.039420824219622,No
494,Industrial,N2O,25,38.330995367259504,-103.16265042212342,2024-03-14,Zacharyborough,Medium,23.37945571045291,No
495,Residential,CO2,31,34.68825725626355,-100.30054179792415,2024-07-20,Nancyfort,High,23.0998013643547,Yes
496,Residential,CO2,222,34.45621531202895,-115.74613095821022,2023-11-29,East Elizabethville,High,29.3254312608598,No
497,Residential,CO2,319,34.84386741968829,-96.15332142185339,2024-05-09,Cookview,Low,22.48468524416742,Yes
498,Transportation,N2O,158,38.6847014709809,-112.57398639268715,2024-04-01,Lewismouth,Low,26.425318353393664,No
499,Residential,N2O,465,38.35475910107457,-100.35730562571253,2023-09-22,South Michelleville,Medium,22.75127757376092,No
500,Industrial,CH4,250,35.86992633629396,-102.5687693283483,2024-06-12,Smithburgh,Medium,25.07143882640385,Yes
501,Residential,N2O,281,39.10219313476473,-83.99503632923386,2024-02-14,New Nicole,Medium,27.862928925962777,No
502,Residential,CH4,68,40.560540016445195,-82.66049748815983,2024-03-25,Lake Renee,High,28.817225235162606,Yes
503,Industrial,CH4,296,34.33263167877275,-111.24983317488012,2024-08-30,Lindastad,High,28.386972402950505,Yes
504,Residential,N2O,435,37.985039548384336,-101.87174775531405,2024-07-25,Lake Megan,Low,25.821807361446396,No
505,Transportation,CH4,211,39.514483296821524,-101.5724609145994,2024-08-18,Perezborough,Medium,22.48816315338222,No
506,Transportation,N2O,41,36.0184954165575,-111.33794046681226,2023-10-29,Brandtbury,Low,26.61233383261866,Yes
507,Transportation,CH4,452,36.462167242345195,-82.86804577774762,2023-10-27,New Becky,High,27.099050457796082,Yes
508,Industrial,N2O,171,38.90910322391507,-86.88195355324137,2024-03-06,Joshuaborough,High,20.106919901135015,No
509,Residential,N2O,264,41.1834823475499,-109.62320140293048,2024-05-20,Chavezhaven,High,24.392105109318745,No
510,Transportation,CH4,263,40.4793953624232,-101.86423602187284,2024-03-02,East Robin,Low,28.432620428217643,No
511,Industrial,CO2,18,38.66504175279667,-113.34457890631337,2024-05-08,Martinezshire,High,24.895875962430473,Yes
512,Residential,CH4,474,39.841773742057995,-90.35890972790607,2024-04-23,Brockport,Medium,23.11375442163321,No
513,Industrial,N2O,148,36.918579761662386,-112.65963531986074,2024-02-09,Lake Sara,Low,28.71797771024663,Yes
514,Transportation,CO2,489,39.127724224790065,-74.61889658050362,2024-03-23,East Tanya,High,21.558806975298058,No
515,Transportation,CH4,19,37.72945272902046,-83.64998871373406,2024-02-03,Port Philipton,Low,22.064452324162005,Yes
516,Transportation,CH4,223,35.51948909166049,-100.82950381830422,2023-10-24,West Kelsey,Low,26.873723669361333,Yes
517,Industrial,CH4,282,39.61390619101806,-92.54318697970841,2024-04-03,Bishopborough,High,23.52435941526575,No
518,Industrial,CO2,333,38.451717098790574,-77.90096008647802,2023-12-04,Cookton,High,27.130168357337787,Yes
519,Transportation,N2O,57,36.86897265562873,-93.61963166258366,2024-08-12,South Wendyburgh,Low,21.57703621259492,Yes
520,Industrial,CH4,445,41.29071352062905,-110.32206659848997,2024-02-16,Alexisfort,Low,22.52269089600846,Yes
521,Transportation,CH4,120,34.16747294261387,-101.33705235442899,2023-10-11,Kellyburgh,High,21.566473783636336,Yes
522,Transportation,CH4,162,36.526185209995965,-80.90162593869121,2024-02-14,Johnstad,Medium,29.529103135635097,Yes
523,Residential,CH4,132,34.45505118222117,-89.65462729645681,2024-04-05,Kimberlyhaven,Low,24.054039608509242,No
524,Industrial,CH4,414,40.13221852977302,-89.3681270893128,2023-11-30,Haleystad,Low,23.37219909910226,No
525,Transportation,N2O,366,39.61685963291034,-79.85985462970648,2024-07-18,Emilytown,Medium,20.142021561707647,Yes
526,Transportation,N2O,111,36.650817749890535,-78.66518547164979,2024-09-07,Heatherchester,High,21.534175794108876,No
527,Industrial,CH4,250,39.40530321765658,-77.5291268417048,2024-07-02,Laramouth,High,24.211358562424994,Yes
528,Residential,CO2,330,37.1674978095676,-113.82663549686113,2024-04-25,Colemanshire,Medium,20.68502792571894,Yes
529,Residential,N2O,200,40.050030331379475,-94.05845591362356,2024-09-17,Williamsview,High,25.10739329506217,No
530,Transportation,CO2,226,37.63346930189365,-85.41758106639398,2024-09-03,Madisonland,High,24.55015438464448,Yes
531,Industrial,N2O,60,37.29823782265333,-84.69521881441139,2024-02-29,Elizabethside,Low,27.67168140344352,Yes
532,Residential,CH4,301,41.47783932390641,-91.30448711331982,2024-03-11,New Jennifer,Low,26.598027014003165,Yes
533,Industrial,N2O,90,36.007032799125604,-110.66135725191833,2024-04-14,Meredithfurt,Low,24.459473053205738,No
534,Industrial,CH4,498,34.963578719972524,-82.91349562656677,2024-08-14,East Jamie,Medium,22.246607001050712,No
535,Transportation,N2O,392,38.67634490607566,-86.3151013253424,2024-09-16,Fritzburgh,High,27.268635660178063,Yes
536,Residential,CH4,97,41.75457449827343,-114.2100260518424,2024-08-17,Lake Laura,High,27.078621034542042,Yes
537,Transportation,CH4,203,37.022713709817495,-97.59236771432745,2024-01-17,Justinchester,Low,21.532961605153876,Yes
538,Residential,CH4,113,34.49629410903025,-110.34499442104064,2024-04-21,Port Daniel,Low,29.14751831425403,Yes
539,Residential,CH4,280,36.71444213847654,-103.15100998862924,2024-02-24,Christystad,Medium,20.644051160150433,Yes
540,Residential,CO2,105,38.04745323455647,-117.20443194294984,2024-05-13,Campbellmouth,High,20.550377088927164,No
541,Residential,CH4,432,35.29538405305771,-100.38548578992663,2023-12-24,Penaland,Medium,21.87350417662427,No
542,Residential,CO2,388,39.26481774445194,-93.80541546912674,2023-10-03,Lake Marissafort,High,29.094607980487712,No
543,Industrial,CO2,207,41.981995112081606,-90.73836591560817,2024-06-15,Lake Gabrielside,Medium,25.19998124036922,No
544,Transportation,CH4,10,37.61391580785155,-88.80642481433676,2024-04-03,Lake Melissahaven,Low,27.879409206729,Yes
545,Industrial,CO2,416,36.8378284538417,-81.20318222349175,2024-09-16,Scottborough,Medium,22.278431880765005,Yes
546,Residential,N2O,387,37.20563333467573,-108.51963207986788,2024-08-20,Lake Scottport,Medium,24.90221974653741,No
547,Transportation,CH4,176,34.92116942716161,-112.6987998127074,2023-11-23,West Kristineview,Low,23.582894636238823,No
548,Residential,CO2,135,41.06618881140979,-80.53236443649126,2024-08-18,East Melindafurt,High,28.278286070661927,Yes
549,Transportation,CH4,322,37.31860524417082,-111.1090361447234,2024-07-18,Ramirezhaven,High,20.226044393592268,No
550,Industrial,CH4,90,37.09819529139873,-75.1105564212074,2023-10-06,Lisaland,Low,22.438427299661054,Yes
551,Transportation,CH4,427,39.27752218344379,-80.92831790645997,2024-08-08,Port Stephanie,Medium,21.52574224302379,Yes
552,Transportation,CO2,260,37.536267367448986,-95.96142934085763,2024-08-20,Austinstad,Medium,28.59189038721569,Yes
553,Transportation,N2O,178,39.18586775046277,-74.8174573034309,2023-10-15,Port Jimmy,Medium,24.67543849693766,No
554,Transportation,N2O,486,34.4915703210463,-113.71542391924781,2024-06-07,New Laurenview,High,24.042200438932163,No
555,Transportation,CO2,82,40.50978674977782,-104.66510650829552,2023-11-04,Tinaland,Medium,24.4948276210108,No
556,Residential,CH4,150,41.52403162303522,-89.91812573821309,2024-02-18,South Gabrielleview,High,29.719245507023352,No
557,Transportation,CO2,79,39.19012308927509,-102.59969778718013,2024-06-03,Rebeccaborough,Medium,28.50267394335924,No
558,Transportation,CO2,271,41.63652743087049,-77.15160771284516,2024-04-29,East Anthony,Low,27.063687718503076,Yes
559,Industrial,CO2,349,35.21145851495971,-115.11245212017603,2023-12-18,Jenniferberg,Low,22.904789592232547,No
560,Transportation,CH4,317,37.81932951584283,-93.82587938931756,2023-11-01,Kimberlystad,High,21.65172999518448,Yes
561,Industrial,CO2,254,38.81445387156358,-92.00188423461496,2024-08-19,South Crystal,High,29.214336290244532,Yes
562,Residential,CH4,12,38.65389317936949,-89.27996255380214,2024-07-24,East Joel,Low,24.230755227964828,Yes
563,Transportation,CO2,346,37.21169423271235,-106.75068617340017,2023-11-18,East Nicholas,Low,22.787557994686292,No
564,Industrial,N2O,72,36.70467527493009,-101.95907718912596,2024-08-30,Port Julieview,Medium,24.709208264176354,No
565,Industrial,CO2,58,35.01459218040335,-80.87805669474099,2024-02-28,East Brittanyburgh,Low,29.17847422820352,No
566,Residential,CO2,85,37.133939604498224,-109.42251816531297,2024-06-19,Amandaport,High,23.87067313391293,No
567,Transportation,N2O,377,35.30128652084388,-81.61781472437207,2024-08-19,North Lauren,Low,25.626409972480992,No
568,Transportation,CH4,184,39.874925411937745,-93.24316139227933,2023-12-05,Schmidtville,High,28.029663011085667,No
569,Industrial,CH4,118,35.67064748395672,-84.46374950746039,2023-09-20,Andersonbury,High,24.271325310483913,No
570,Transportation,CO2,192,34.46852244227627,-86.60127588440724,2024-09-09,Jonathanfort,Medium,22.335418019263685,No
571,Industrial,N2O,201,38.418929102537874,-108.86949420306533,2024-03-04,West Aliceshire,Medium,29.945257483830332,Yes
572,Transportation,CH4,74,38.76183786175521,-92.97223959690959,2024-05-27,Tanyashire,Medium,29.565708574521597,No
573,Industrial,CO2,346,40.97530449024404,-79.82018127657594,2024-07-11,Port Adamberg,Medium,28.434791691255143,Yes
574,Transportation,N2O,460,38.615852899341455,-98.98688558071511,2023-10-16,North Annahaven,Low,26.883738793859226,Yes
575,Residential,CH4,483,36.76384682978757,-75.47000611017407,2024-01-20,Juliamouth,Medium,22.94865628069697,Yes
576,Transportation,CH4,280,40.42409505221056,-98.1025355955244,2024-08-29,Rosemouth,Low,29.13412938164032,Yes
577,Transportation,N2O,109,38.322231145499366,-111.71743198661308,2024-05-13,Nataliechester,Medium,22.755566701212288,No
578,Residential,N2O,41,34.63424227704954,-100.86487407658238,2023-10-27,North Raymond,Medium,28.008094946768324,No
579,Transportation,N2O,361,38.52680448250597,-76.12509411881636,2023-12-29,Port Christine,High,29.18258167941306,Yes
580,Residential,N2O,137,41.2641483633733,-103.93228262904641,2023-12-27,Rodriguezside,Low,26.030038404299116,Yes
581,Transportation,CO2,461,37.17050100398576,-79.80368096584922,2024-04-04,Lake Matthewfort,High,28.030562178911786,Yes
582,Industrial,N2O,411,36.3706064151984,-79.22497000599685,2023-10-17,Wilsonport,Medium,27.916950992017465,No
583,Industrial,CH4,378,35.14775565614416,-102.5917929293937,2024-01-24,New Adamstad,Low,21.9315775112098,Yes
584,Transportation,CH4,348,35.211564175482856,-114.33666304577218,2023-11-18,Port Hunterville,Medium,26.679244735960847,Yes
585,Transportation,CO2,52,37.46217187473455,-86.11945199701199,2024-03-27,Shepherdchester,High,20.934679369044435,No
586,Transportation,CH4,381,38.76543859329224,-104.29345884338461,2024-06-29,Allenhaven,Low,25.078501431374814,Yes
587,Industrial,CH4,428,34.644923241356814,-83.55136097266681,2024-08-18,Mollyborough,High,21.622355481405776,No
588,Transportation,N2O,497,41.51654871220133,-98.52318667654094,2024-09-03,Port Deanna,Medium,24.163494987964317,No
589,Industrial,CH4,87,40.04106893956157,-96.64826333692466,2024-02-24,West Tarachester,Medium,28.329820746984375,Yes
590,Residential,CO2,323,38.6929913462693,-83.77198610306438,2024-04-16,Port Jacobfurt,Medium,29.871678396302045,Yes
591,Industrial,N2O,298,40.62750936751193,-101.17601343328838,2024-04-01,South Shannonchester,Low,23.179598316596177,Yes
592,Industrial,N2O,279,34.6414940544969,-98.50239680579176,2024-03-27,West Petertown,High,25.319556987831767,No
593,Residential,CO2,171,37.814711021864994,-101.44761937413662,2024-03-15,Debrafort,High,25.112980243704886,No
594,Industrial,N2O,198,39.040745014893304,-101.83701732779969,2023-10-10,Richardstad,Medium,29.54401509831066,No
595,Transportation,N2O,256,40.62922324894632,-94.85835061633578,2024-07-15,Mcdowellfurt,High,24.785837324327737,Yes
596,Transportation,CO2,397,40.26775648039414,-82.41282444194937,2023-11-05,North Nathanbury,Low,26.991062053996977,Yes
597,Industrial,N2O,225,36.216553997707194,-102.0821942754071,2024-08-12,Cabreraton,Medium,29.21789233108526,Yes
598,Transportation,CO2,324,41.52704135647363,-94.93279229633958,2023-11-29,East Thomas,Medium,23.733785595368403,Yes
599,Industrial,CO2,422,34.994766731446965,-88.48799768052557,2023-12-07,Cantrellton,Medium,29.021222382453878,Yes
600,Transportation,CH4,348,41.00106894896922,-106.14466436263918,2024-08-09,South Gerald,Low,29.174562218910133,Yes
601,Transportation,CH4,399,41.76752199683695,-105.78899658429472,2023-12-29,New Jessicabury,Medium,29.306625039671307,No
602,Industrial,N2O,386,35.417228185781006,-76.92982241096799,2024-06-28,North Samuelton,Medium,22.704461854714264,No
603,Transportation,N2O,490,39.77652851363028,-86.16447877343211,2023-11-15,Lake Rebeccachester,Medium,24.003555942699585,No
604,Industrial,CO2,442,34.322284150223986,-92.60378624617441,2024-06-27,Lewisside,Medium,28.70395908225702,Yes
605,Transportation,N2O,177,37.24338260111324,-89.50031760549308,2024-06-06,Paulberg,High,23.591618242804188,No
606,Transportation,CO2,348,38.130266393581394,-116.71082450344959,2024-08-04,South Kristen,Medium,26.002530329335052,No
607,Residential,CO2,202,38.64516180727707,-90.80346951528534,2023-10-08,Huntborough,Low,21.18054507260052,No
608,Residential,N2O,462,41.487497985988476,-95.58160957813512,2024-04-03,New Lauren,Medium,20.562749881112406,Yes
609,Industrial,CO2,292,39.37800549835356,-93.98701408970483,2024-01-03,New Michelle,Medium,24.119939894921725,Yes
610,Residential,CH4,345,37.8502236097539,-102.18535161944405,2024-02-23,South Danabury,High,25.789165325927176,No
611,Industrial,N2O,399,40.477400290127115,-114.41514850063055,2024-03-04,South Timothyburgh,Medium,23.926991133589414,Yes
612,Residential,CH4,497,41.604262567635274,-109.4930737210697,2024-08-02,Colonland,High,25.77735770160842,Yes
613,Transportation,N2O,22,34.17652918945833,-76.16723261864244,2024-04-13,Andreamouth,Low,25.15084376171785,Yes
614,Industrial,CO2,249,41.86017017804831,-100.0172192600789,2023-09-24,Lambertbury,High,26.857072292860757,Yes
615,Industrial,N2O,329,34.689057112509445,-97.46594114344198,2023-11-26,Port Victoria,Medium,26.4953243106539,No
616,Transportation,CH4,455,40.51509423415009,-115.68076924644869,2023-11-30,South Darrellport,Low,24.2424570320658,Yes
617,Industrial,CO2,492,36.2426780204113,-116.34708590006485,2024-08-06,Claudiastad,Medium,24.24995240419863,No
618,Industrial,N2O,156,35.05743726203097,-86.44401632994266,2024-07-29,Florestown,High,21.40778340012232,No
619,Residential,N2O,213,37.51884511771068,-94.3238347786711,2024-05-12,Bethchester,Low,25.132385720964592,Yes
620,Industrial,N2O,89,39.15165263558091,-95.61693669448427,2023-11-13,New Susanport,Low,25.871791281356966,Yes
621,Transportation,CH4,388,37.0476147601878,-107.30252066140258,2024-09-08,Chadview,High,24.764893973538264,Yes
622,Residential,CH4,52,34.43652326626159,-85.23096780828342,2024-08-21,North Michellehaven,High,23.25707335086999,No
623,Residential,N2O,467,38.79568911726973,-110.59759051922636,2024-01-14,Henrymouth,Low,27.21648544251736,No
624,Transportation,CO2,98,41.219226208885395,-109.64287127891512,2024-08-18,South Frank,Low,20.74661644645224,No
625,Transportation,CO2,157,37.065722927578015,-97.72866446067587,2024-04-03,Nicolefort,High,29.144403697540472,No
626,Residential,CH4,104,35.730662221046614,-105.4036860670746,2024-04-19,Jamesfurt,Medium,20.206434395457933,No
627,Industrial,CO2,461,37.540618767462526,-107.11162882574156,2024-02-09,Williamfurt,Low,29.62350133438278,No
628,Residential,CH4,437,34.386901688390246,-89.60954363965341,2024-05-17,Franklinmouth,High,24.623556009346625,No
629,Transportation,N2O,160,40.5639006758422,-89.35724321038404,2024-04-24,New Kristinview,Medium,24.126699440035413,Yes
630,Residential,CH4,11,40.6107264876015,-81.7212489288031,2024-05-07,Hoffmanmouth,Low,22.56444017463188,No
631,Transportation,CH4,385,38.704003707437025,-99.62082305318907,2024-08-22,Jordanborough,Low,20.100711348322832,No
632,Residential,N2O,31,36.824823111507115,-114.78425599484939,2023-11-16,New Brianchester,High,22.747902644217998,No
633,Industrial,CO2,380,40.39826691556627,-105.95867906345586,2024-07-02,South Keithhaven,Medium,21.09399925460334,No
634,Residential,CH4,322,38.43749619830694,-74.87975961934006,2024-05-10,Jonesside,Low,26.598208426933947,Yes
635,Residential,CH4,494,40.60745846840013,-91.76462268976111,2023-12-08,Rebeccatown,Medium,23.19074972320726,No
636,Transportation,N2O,337,39.05167034066417,-86.7715682687551,2023-11-24,Johnathanton,Medium,27.671793284036617,No
637,Transportation,CO2,16,40.27524378570238,-117.67625549648176,2024-07-06,Fieldstown,Low,22.06916187346117,Yes
638,Transportation,CH4,215,38.78850394574208,-95.19894778396909,2024-07-01,Karenshire,Medium,29.002348574321097,Yes
639,Residential,N2O,449,37.31312854572533,-116.34873906860066,2024-03-31,Robertmouth,Low,25.229815151058325,No
640,Industrial,CH4,384,41.6635668794091,-92.95387066797629,2023-10-07,Sandraville,Medium,21.145061964689813,No
641,Transportation,N2O,460,38.328910599030756,-77.48608261601268,2024-01-31,Kristenside,Low,24.00845235653479,No
